x,y
-10.0,-26.5098575409663
-9.797979797979798,-27.808732297452945
-9.595959595959595,-24.844813173576707
-9.393939393939394,-21.612728612594108
-9.191919191919192,-26.278217699927588
-8.98989898989899,-25.67210784054451
-8.787878787878787,-19.625997917114184
-8.585858585858587,-21.45527157011703
-8.383838383838384,-24.55993830932001
-8.181818181818182,-20.91777441469665
-7.979797979797979,-23.329647017831324
-7.777777777777778,-22.730522594044103
-7.575757575757576,-20.001385912574623
-7.373737373737374,-25.861052855185513
-7.171717171717171,-24.689905012690616
-6.96969696969697,-20.595953496813827
-6.767676767676768,-21.341523664033577
-6.565656565656566,-16.754227699183875
-6.363636363636363,-19.81498131747272
-6.161616161616162,-20.721759588854358
-5.959595959595959,-11.481841572023217
-5.757575757575758,-15.95005617418688
-5.555555555555555,-14.464082052602892
-5.353535353535354,-18.33485061924643
-5.151515151515151,-15.087693628121002
-4.94949494949495,-12.515717079355252
-4.747474747474747,-15.69540497469115
-4.545454545454546,-10.50926958132662
-4.343434343434343,-12.832219100059445
-4.141414141414142,-11.299323673622256
-3.9393939393939394,-11.623301654870009
-3.737373737373738,-3.6552866585944015
-3.5353535353535355,-8.646552280274408
-3.333333333333333,-11.1731327868677
-3.1313131313131315,-4.926304657629828
-2.929292929292929,-10.450409737791855
-2.7272727272727275,-5.555227396803917
-2.525252525252525,-11.454767947396903
-2.3232323232323235,-8.954255116392261
-2.121212121212121,-3.7730526560289928
-1.9191919191919187,-1.542176017589525
-1.717171717171718,-2.6374103079452427
-1.5151515151515156,-2.8923993926192684
-1.3131313131313131,-2.8427050261618056
-1.1111111111111107,-5.768899304435614
-0.9090909090909101,-2.886805352456856
-0.7070707070707076,-1.5031284340914854
-0.5050505050505052,3.6562151635052316
-0.30303030303030276,2.121763959614476
-0.10101010101010033,-3.5921507691185024
0.10101010101010033,3.275282211214686
0.30303030303030276,1.7538440678419587
0.5050505050505052,1.4843855142336393
0.7070707070707076,5.956240987734727
0.9090909090909083,7.820271294760578
1.1111111111111107,8.127173690681929
1.3131313131313131,3.421741369726024
1.5151515151515156,5.617817417900903
1.7171717171717162,8.14530544572584
1.9191919191919187,10.684211138942834
2.121212121212121,6.926113650100493
2.3232323232323235,8.412720039705519
2.525252525252524,6.256752653739488
2.7272727272727266,6.5931983095761675
2.929292929292929,13.225456255061381
3.1313131313131315,15.462659479651863
3.333333333333334,11.783969635259
3.5353535353535346,15.616659299736677
3.737373737373737,14.297029287264113
3.9393939393939394,11.882822554366445
4.141414141414142,15.508429240767667
4.3434343434343425,19.644412729700935
4.545454545454545,15.52888551903378
4.747474747474747,20.93635520986626
4.94949494949495,8.989249536215619
5.1515151515151505,19.920252967671125
5.353535353535353,18.32174726532057
5.555555555555555,17.769644615269062
5.757575757575758,19.54800960233378
5.9595959595959584,13.916081134985196
6.161616161616163,19.82583282133595
6.363636363636363,22.16224680544433
6.565656565656564,26.13065183119424
6.767676767676768,20.748219648209364
6.969696969696969,20.483610100411344
7.171717171717173,22.00988038439791
7.373737373737374,26.86741847431834
7.575757575757574,25.713526056251776
7.777777777777779,23.74405272203222
7.979797979797979,27.479196238734005
8.18181818181818,26.836687193498662
8.383838383838384,30.05745012311382
8.585858585858585,25.651416475943698
8.787878787878789,27.380649923843063
8.98989898989899,27.793372510300497
9.19191919191919,25.185212731361215
9.393939393939394,31.070179013011913
9.595959595959595,31.571044604418454
9.7979797979798,31.40927976386678
10.0,31.29623859987456
